target_end_date,value,type,quantile,forecast_date,target,location
2020-12-17,164.63238354834513,quantile,0.350,2020-11-20,27 day ahead inc hosp,25
2020-12-17,170.62698327389572,quantile,0.400,2020-11-20,27 day ahead inc hosp,25
2020-12-17,176.58121290128398,quantile,0.450,2020-11-20,27 day ahead inc hosp,25
2020-12-17,182.5918640816094,quantile,0.500,2020-11-20,27 day ahead inc hosp,25
2020-12-17,187.40972385878703,point,NA,2020-11-20,27 day ahead inc hosp,25
2020-12-17,188.75467249365138,quantile,0.550,2020-11-20,27 day ahead inc hosp,25
2020-12-17,195.17524027994227,quantile,0.600,2020-11-20,27 day ahead inc hosp,25
2020-12-17,201.98213352072892,quantile,0.650,2020-11-20,27 day ahead inc hosp,25
2020-12-17,209.3466594177947,quantile,0.700,2020-11-20,27 day ahead inc hosp,25
2020-12-17,217.51814626085235,quantile,0.750,2020-11-20,27 day ahead inc hosp,25
2020-12-17,226.8964826222418,quantile,0.800,2020-11-20,27 day ahead inc hosp,25
2020-12-17,238.20721669747067,quantile,0.850,2020-11-20,27 day ahead inc hosp,25
2020-12-17,253.03336070553655,quantile,0.900,2020-11-20,27 day ahead inc hosp,25
2020-12-17,276.2676999412253,quantile,0.950,2020-11-20,27 day ahead inc hosp,25
2020-12-17,297.68455719340193,quantile,0.975,2020-11-20,27 day ahead inc hosp,25
2020-12-17,324.12546384698396,quantile,0.990,2020-11-20,27 day ahead inc hosp,25
2020-12-18,93.7955807851359,quantile,0.010,2020-11-20,28 day ahead inc hosp,25
2020-12-18,105.19693891198838,quantile,0.025,2020-11-20,28 day ahead inc hosp,25
2020-12-18,115.80777421398199,quantile,0.050,2020-11-20,28 day ahead inc hosp,25
2020-12-18,129.0157363301459,quantile,0.100,2020-11-20,28 day ahead inc hosp,25
2020-12-18,138.5442639799697,quantile,0.150,2020-11-20,28 day ahead inc hosp,25
2020-12-18,146.48600001823604,quantile,0.200,2020-11-20,28 day ahead inc hosp,25
2020-12-18,153.56723522742857,quantile,0.250,2020-11-20,28 day ahead inc hosp,25
2020-12-18,160.14243080878464,quantile,0.300,2020-11-20,28 day ahead inc hosp,25
2020-12-18,166.42172781784362,quantile,0.350,2020-11-20,28 day ahead inc hosp,25
2020-12-18,172.5492095627902,quantile,0.400,2020-11-20,28 day ahead inc hosp,25
2020-12-18,178.63717379583377,quantile,0.450,2020-11-20,28 day ahead inc hosp,25
2020-12-18,184.78451898983351,quantile,0.500,2020-11-20,28 day ahead inc hosp,25
2020-12-18,189.76554643739854,point,NA,2020-11-20,28 day ahead inc hosp,25
2020-12-18,191.08917460216017,quantile,0.550,2020-11-20,28 day ahead inc hosp,25
2020-12-18,197.65927119636754,quantile,0.600,2020-11-20,28 day ahead inc hosp,25
2020-12-18,204.62655943243138,quantile,0.650,2020-11-20,28 day ahead inc hosp,25
2020-12-18,212.1666954949144,quantile,0.700,2020-11-20,28 day ahead inc hosp,25
2020-12-18,220.5354482092326,quantile,0.750,2020-11-20,28 day ahead inc hosp,25
2020-12-18,230.14316599417842,quantile,0.800,2020-11-20,28 day ahead inc hosp,25
2020-12-18,241.73456256646833,quantile,0.850,2020-11-20,28 day ahead inc hosp,25
2020-12-18,256.93484647950584,quantile,0.900,2020-11-20,28 day ahead inc hosp,25
2020-12-18,280.7686382086717,quantile,0.950,2020-11-20,28 day ahead inc hosp,25
2020-12-18,302.75099859112186,quantile,0.975,2020-11-20,28 day ahead inc hosp,25
2020-12-18,329.90551992541214,quantile,0.990,2020-11-20,28 day ahead inc hosp,25
